title;lien;company;categorie;Reference;Publie le;Type de poste;Lieu de travail;Experience;Etude;Remuneration proposee;Disponibilite;Langues;Mobilite
Gabes - Commerciaux terrain en Microfinance;https://www.keejob.com/offres-emploi/153350/gabes-commerciaux-terrain-en-microfinance/;ADVANS TUNISIE MICROFINANCE;call center / télévente;153307;14-mars-22;CDISIVP;ArianaTunisie;Entre 1 et 2 ans;Bac + 2;1000 - 1500 DT / Mois;Plein temps;Français;International
Vendeur Cash Van - Bizerte;https://www.keejob.com/offres-emploi/152357/vendeur-cash-van-bizerte/;ARGANIA DISTRIBUTION;informatique / télécoms;152929;14-mars-22;CDISIVP;TunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Anglais;UNKNOWN
Des Conseillers en Vente de Mutuelle;https://www.keejob.com/offres-emploi/153307/des-conseillers-en-vente-de-mutuelle/;MELEINE TUNISIE BRANCHE;industrie métalliques;153202;14-mars-22;CDI-CDD-SIVP;La SoukraArianaTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;Locale
FullStack Engineer Team Lead;https://www.keejob.com/offres-emploi/152929/fullstack-rd-engineer-team-lead/;MACHINESTALK TUNISIA;recrutement / ressources humaines;153212;14-mars-22;SIVPSIVP;Ben ArousBen ArousTunisie;Moins d'un an;Bac + 3;550 - 600 DT / Mois;Plein temps;Arabe;UNKNOWN
Commercial;https://www.keejob.com/offres-emploi/153202/commercial/;FORTISTORE;banque / finance / assurances;153292;14-mars-22;CDISIVP;Ariana VilleArianaTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Agent Magasin H/FBEN AROUS;https://www.keejob.com/offres-emploi/153212/agent-magasin-hf-ben-arous/;Manpower;recrutement / ressources humaines;153213;14-mars-22;SIVPSIVP;La MarsaTunisTunisie;Moins d'un an;Bac + 3;550 - 600 DT / Mois;Plein temps;Arabe;UNKNOWN
ANALYSTE REPORTING F/H;https://www.keejob.com/offres-emploi/153292/analyste-reporting-fh/;FILIASSUR TUNISIE;droit / fiscalité;153152;14-mars-22;UNKNOWNSIVP;TunisTunisie;Moins d'un an;Bac + 5;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Agent Magasin H/FLA MARSA;https://www.keejob.com/offres-emploi/153213/agent-magasin-hf-la-marsa/;Manpower;informatique / télécoms;153247;14-mars-22;CDI-CDD-SIVP;SfaxTunisie;Aucune expérience;Bac + 5;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Développeur Frontend;https://www.keejob.com/offres-emploi/153152/développeur-frontend/;PAPERLABS;recrutement / ressources humaines;153238;14-mars-22;CDISIVP;ZaghouanZaghouanTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;Locale
Full Stack Web Developer;https://www.keejob.com/offres-emploi/153247/full-stack-web-developer/;QUERMES;comptabilité / gestion / audit;153293;14-mars-22;UNKNOWNSIVP;El KabbariaTunisTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Responsable UAP (H/F);https://www.keejob.com/offres-emploi/153238/un-responsable-uap-hf/;HR HOUSE INTERNATIONAL;agriculture / agro-alimentaire / environnement;153170;14-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 2;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Chargé Risk mangement;https://www.keejob.com/offres-emploi/153293/junior-risk-management-fh/;KPMG;call center / télévente;153283;14-mars-22;CDI-SIVP-SIVP;TunisTunisie;Moins d'un an;Bac + 2;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Commercial;https://www.keejob.com/offres-emploi/153170/cherche-des-commerciaux/;SONOCAT;commerce / vente / distribution;153267;14-mars-22;UNKNOWNSIVP;Sfax VilleSfaxTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;Locale
Secrétaire administrative en CIVP;https://www.keejob.com/offres-emploi/153283/une-secrétaire-administrative-en-civp/;CALLMAX;informatique / télécoms;153321;14-mars-22;UNKNOWNSIVP;Kairouan SudKairouanTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Infographiste;https://www.keejob.com/offres-emploi/153267/infographiste-web-marketing/;COGES GARGOURI - COMPTOIR GENERAL DU SUD;recrutement / ressources humaines;153239;14-mars-22;CDISIVP;El MenzahTunisTunisie;Entre 1 et 2 ans;Bac + 3;1100 - 1300 DT / Mois;Plein temps;Arabe Français Anglais;Locale
Administrateur du système d’information;https://www.keejob.com/offres-emploi/153321/administrateur-du-système-dinformation/;BIOMEDIQA TUNISIE;commerce / vente / distribution;153271;14-mars-22;UNKNOWNSIVP;Sfax VilleSfaxTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;Locale
Sales Advisor H/F;https://www.keejob.com/offres-emploi/153239/sales-advisor-hf/;Manpower;commerce / vente / distribution;153318;14-mars-22;CDDSIVP;Cite El KhadraTunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français;Locale
Responsable Commercial;https://www.keejob.com/offres-emploi/153271/responsable-commercial/;COGES GARGOURI - COMPTOIR GENERAL DU SUD;recrutement / ressources humaines;153236;14-mars-22;CDISIVP;ZaghouanTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
commercial;https://www.keejob.com/offres-emploi/153318/commercial/;BSB EQUIPEMENTS;industrie électro-mécaniques;153275;14-mars-22;CDD-SIVP-SIVP;TunisTunisie;Aucune expérience;Formations professionnelles;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Ingénieur Process & Méthodes (H/F);https://www.keejob.com/offres-emploi/153236/ingénieur-process-méthodes-hf/;HR HOUSE INTERNATIONAL;informatique / télécoms;153249;14-mars-22;UNKNOWNSIVP;SousseTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;UNKNOWN;Locale
Technicien maintenance électronique;https://www.keejob.com/offres-emploi/153275/technicien-maintenance-électronique/;MACHINE MANAGEMENT SOLUTIONS;banque / finance / assurances;153223;14-mars-22;CDISIVP;La GouletteTunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Developpeur web Fullstack React JS / Node JS;https://www.keejob.com/offres-emploi/153249/developpeur-web-fullstack-react-js-node-js/;QUERMES;enseignement / formation / puériculture;153263;14-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Anglais;UNKNOWN
Executive Assistant;https://www.keejob.com/offres-emploi/153223/executive-assistant/;MSH TUNISIA;recrutement / ressources humaines;153235;14-mars-22;CDISIVP;TunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Science Teacher;https://www.keejob.com/offres-emploi/153263/science-teacher/;INTERNATIONAL DEUTSCHE SCHOOL;call center / télévente;153241;14-mars-22;CDISIVP;Ariana VilleArianaTunisie;Entre 1 et 2 ans;Bac + 2;UNKNOWN;Plein temps;Arabe Anglais;UNKNOWN
Plant Manager (H/F);https://www.keejob.com/offres-emploi/153235/plant-manager-hf/;HR HOUSE INTERNATIONAL;banque / finance / assurances;153302;14-mars-22;CDI-SIVP-SIVP;Le KefTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Call Center Supervisor (Experience is a must);https://www.keejob.com/offres-emploi/153241/call-center-supervisor-experience-is-a-must/;VOICECOM;comptabilité / gestion / audit;153301;14-mars-22;CDD-SIVP-SIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Le Kef - Commerciaux terrain en Microfinance;https://www.keejob.com/offres-emploi/153302/le-kef-commerciaux-terrain-en-microfinance/;ADVANS TUNISIE MICROFINANCE;industrie électro-mécaniques;153168;14-mars-22;CDI-SIVP-SIVP;Menzel BouzelfaNabeulTunisie;Aucune expérience;Formations professionnelles;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Facilities assistant;https://www.keejob.com/offres-emploi/153301/facilities-assistant/;ERNST & YOUNG;recrutement / ressources humaines;153222;14-mars-22;CDISIVP;TunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Technicien en Fabrication Mécanique;https://www.keejob.com/offres-emploi/153168/techniciens-hf/;MPM;call center / télévente;153284;14-mars-22;CDI-SIVP-SIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Client Service Manager;https://www.keejob.com/offres-emploi/153222/client-service-manager/;CRIT;banque / finance / assurances;146812;14-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 4;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Vigie ( Centre d'appel );https://www.keejob.com/offres-emploi/153284/vigie-centre-dappel/;ACTIVE CONTACT;comptabilité / gestion / audit;153265;14-mars-22;SIVPSIVP;La SoukraArianaTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Finance Officer;https://www.keejob.com/offres-emploi/146812/finance-officer/;BANK ABC;informatique / télécoms;153326;14-mars-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Auditeur;https://www.keejob.com/offres-emploi/153265/auditeur/;EXACOM;call center / télévente;153315;14-mars-22;CDISIVP;Ariana VilleArianaTunisie;Aucune expérience;Secondaire;950 - 3500 DT / Mois;Plein temps;Français;UNKNOWN
Agent de support client;https://www.keejob.com/offres-emploi/153326/chargé-de-support-client-marché-français/;EVIIVO;call center / télévente;153310;14-mars-22;CDISIVP;Ariana VilleArianaTunisie;Aucune expérience;Secondaire;950 - 3500 DT / Mois;Plein temps;Français;UNKNOWN
Des Télévendeurs Mutuelle Santé;https://www.keejob.com/offres-emploi/153315/des-télévendeurs-mutuelle-santé/;MELEINE TUNISIE BRANCHE;enseignement / formation / puériculture;153269;14-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Allemand;UNKNOWN
Des Chargés des Ventes cabinet de Courtage;https://www.keejob.com/offres-emploi/153310/des-chargés-des-ventes-cabinet-de-courtage/;MELEINE TUNISIE BRANCHE;informatique / télécoms;153246;14-mars-22;CDISIVP;BizerteTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
German Teacher;https://www.keejob.com/offres-emploi/153269/german-teacher/;INTERNATIONAL DEUTSCHE SCHOOL;informatique / télécoms;153325;14-mars-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Anglais;UNKNOWN
Responsable Développement RH;https://www.keejob.com/offres-emploi/153246/responsable-développement-rh/;ONETECH HOLDING;communication / publicité / média;153277;14-mars-22;CDDSIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 2;1000 - 1200 DT / Mois;Plein temps;Arabe Français Anglais;UNKNOWN
Customer support Agent - UK Market;https://www.keejob.com/offres-emploi/153325/customer-support-agent-uk-market/;EVIIVO;call center / télévente;153244;14-mars-22;CDISIVP;Ariana VilleArianaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Sales experts;https://www.keejob.com/offres-emploi/153277/sales-experts/;MERCHANDISING IMPACT TEAM;autres;153322;14-mars-22;CDDSIVP;ZarzisMédenineTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Responsable Plateau ( Expérience exigée);https://www.keejob.com/offres-emploi/153244/responsable-plateau-expérience-exigée/;VOICECOM;enseignement / formation / puériculture;153286;14-mars-22;SIVPSIVP;Bab BharTunisTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;Locale
Business Developer;https://www.keejob.com/offres-emploi/153322/business-developer/;SOCIÉTÉ DE DÉVELOPPEMENT ET D EXPLOITATION DU PARC D ACTIVITÉS ECONOMIQUES DE ZARZIS;consulting / étude / stratégie;153228;14-mars-22;SIVPSIVP;TunisTunisie;Moins d'un an;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
Agent administratif;https://www.keejob.com/offres-emploi/153286/agent-de-stage/;ISEG TUNIS;artisanat / textile / cuir;153303;14-mars-22;CDI-CDD-SIVP;Sfax VilleSfaxTunisie;Moins d'un an;Bac + 1;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Assistant(e) Relation Client;https://www.keejob.com/offres-emploi/153228/assistante-relation-client/;BINITNS;informatique / télécoms;153291;14-mars-22;CDD-SIVP-SIVP;Menzel JemilBizerteTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Responsable Magasin;https://www.keejob.com/offres-emploi/153303/responsable-magasin-omiz-sfax-centre-ville/;OMIZ;recrutement / ressources humaines;153272;14-mars-22;CDISIVP;SousseTunisie;Entre 2 et 5 ans;Bac + 4;1100 - 1300 DT / Mois;Plein temps;Français Anglais;UNKNOWN
Technicien Qualité;https://www.keejob.com/offres-emploi/153291/technicien-qualité/;ONETECH HOLDING;comptabilité / gestion / audit;153319;14-mars-22;UNKNOWNSIVP;La MarsaTunisTunisie;Entre 1 et 2 ans;Bac + 4;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
un(e) chargée de recrutement;https://www.keejob.com/offres-emploi/153272/une-chargée-de-recrutement/;CPL JOBS;commerce / vente / distribution;153281;14-mars-22;CDD-SIVP-SIVP;MegrineBen ArousTunisie;Moins d'un an;Bac + 2;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Gestionnaire de Paie;https://www.keejob.com/offres-emploi/153319/une-gestionnaire-de-paie/;KPMG;comptabilité / gestion / audit;153258;14-mars-22;CDI-CDD-SIVP;Bab BharTunisTunisie;Entre 1 et 2 ans;Bac + 5;600 - 1000 DT / Mois;Plein temps;Français Anglais;Locale
Assistante Technique;https://www.keejob.com/offres-emploi/153281/assistante-technique/;SNE SOMETEL;agriculture / agro-alimentaire / environnement;153252;14-mars-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;LocaleInternational
Comptable;https://www.keejob.com/offres-emploi/153258/titulaire-dun-master-prof-en-comptabilité/;CABINET CHOUK;call center / télévente;153230;14-mars-22;UNKNOWNSIVP;ArianaTunisie;Entre 1 et 2 ans;Bac + 1;UNKNOWN;Plein temps;Français;UNKNOWN
Responsable Commercial(e);https://www.keejob.com/offres-emploi/153252/responsable-commerciale/;FRESH FRUIT;commerce / vente / distribution;153324;14-mars-22;CDISIVP;TunisTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Arabe Français;Locale
Téléconseillers Réception D'appels;https://www.keejob.com/offres-emploi/153230/téléconseillers-réception-dappels/;PHONEACT;enseignement / formation / puériculture;153260;14-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Anglais;UNKNOWN
Chargé logistique;https://www.keejob.com/offres-emploi/153324/un-chargé-logistique/;NOVOPHARMA;recrutement / ressources humaines;153211;14-mars-22;SIVPSIVP;TunisTunisie;Moins d'un an;Bac + 3;550 - 600 DT / Mois;Plein temps;Arabe;UNKNOWN
ENGLISH TEACHER;https://www.keejob.com/offres-emploi/153260/english-teacher/;INTERNATIONAL DEUTSCHE SCHOOL;commerce / vente / distribution;153290;14-mars-22;CDD-SIVP-SIVP;Ben ArousTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Agent Magasin H/FTUNIS;https://www.keejob.com/offres-emploi/153211/agent-magasin-hf-tunis/;Manpower;call center / télévente;153316;14-mars-22;CDI-SIVP-SIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Bac;1100 - 2000 DT / Mois;Plein temps;Français;International
Assistant(e) Logistique;https://www.keejob.com/offres-emploi/153290/assistante-logistique/;GOLDEN COFFEE;call center / télévente;153282;14-mars-22;CDI-SIVP-SIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Bac;1100 - 2000 DT / Mois;Plein temps;Français;International
Conseillers Commerciaux Energie 1100 DT;https://www.keejob.com/offres-emploi/153316/conseillers-commerciaux-energie-1100-dt/;ACTIVE CONTACT;agriculture / agro-alimentaire / environnement;153256;14-mars-22;CDI-CDD-SIVP;Sidi ThabetArianaTunisie;Entre 1 et 2 ans;Bac + 4;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Conseillers Commerciaux sur des Leads 900 D;https://www.keejob.com/offres-emploi/153282/conseillers-commerciaux-sur-des-leads-900-d/;ACTIVE CONTACT;recrutement / ressources humaines;153209;14-mars-22;SIVPSIVP;TunisTunisie;Moins d'un an;Bac + 3;550 - 600 DT / Mois;Plein temps;Arabe;UNKNOWN
Responsable Marketing;https://www.keejob.com/offres-emploi/153256/responsable-marketing/;MEDITERRANO PESCA;call center / télévente;153226;14-mars-22;CDI-SIVP-SIVP;La SoukraArianaTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;Français;UNKNOWN
Agent Magasin H/FMORNAG;https://www.keejob.com/offres-emploi/153209/agent-magasin-hf-mornag/;Manpower;call center / télévente;153243;14-mars-22;CDI-CDD-SIVP;ArianaTunisie;Entre 1 et 2 ans;Bac;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Opérateurs téléphoniques;https://www.keejob.com/offres-emploi/153226/opérateurs-téléphoniques/;TANIS;recrutement / ressources humaines;153237;14-mars-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Superviseur en Télévente(SFR/ORANGE/BOUYGUES);https://www.keejob.com/offres-emploi/153243/superviseur-en-téléventesfrorangebouygues/;VOICECOM;comptabilité / gestion / audit;153221;14-mars-22;CDISIVP;Cite El KhadraTunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Un Technicien Qualité (H/F);https://www.keejob.com/offres-emploi/153237/un-technicien-qualité-hf/;HR HOUSE INTERNATIONAL;cosmétique / parfumerie / luxe;153232;14-mars-22;SIVPSIVP;FouchanaBen ArousTunisie;Aucune expérience;Formations professionnelles;UNKNOWN;Plein temps;Arabe Français;Locale
Réviseur Comptable en comptabilité française;https://www.keejob.com/offres-emploi/153221/réviseur-comptable-en-comptabilité-française/;FINOPTI;call center / télévente;153311;14-mars-22;CDISIVP;Ariana VilleArianaTunisie;Entre 1 et 2 ans;Bac + 2;UNKNOWN;Plein temps;Français;LocaleInternational
Technicien en maintenance industrielle;https://www.keejob.com/offres-emploi/153232/technicien-en-maintenance-industrielle-civp/;HYGIENE INDUSTRIELLE;agriculture / agro-alimentaire / environnement;153233;14-mars-22;CDD-SIVP-SIVP;Sidi ThabetArianaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Des Televendeurs/Teleconseillers;https://www.keejob.com/offres-emploi/153311/des-televendeursteleconseillers/;MELEINE TUNISIE BRANCHE;informatique / télécoms;153261;14-mars-22;CDISIVP;Cite El KhadraTunisTunisie;Entre 2 et 5 ans;Bac + 4;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
Gestionnaire de stock;https://www.keejob.com/offres-emploi/153233/gestionnaire-de-stock/;MEDITERRANO PESCA;artisanat / textile / cuir;153234;14-mars-22;CDDSIVP;Ksibet El MediouniMonastirTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Consultant Finance;https://www.keejob.com/offres-emploi/153261/consultant-finance-expérimenté-erp/;IDM SYSTEMS;recrutement / ressources humaines;153208;14-mars-22;SIVPSIVP;TunisTunisie;Moins d'un an;Bac + 3;550 - 600 DT / Mois;Plein temps;Arabe;UNKNOWN
chargé clientèle;https://www.keejob.com/offres-emploi/153234/chargé-clientèle/;LEMTECH;informatique / télécoms;153279;14-mars-22;UNKNOWNSIVP;ArianaTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français;International
Agent Magasin H/FHAMMAMLIF;https://www.keejob.com/offres-emploi/153208/agent-magasin-hf-hammamlif/;Manpower;call center / télévente;153312;14-mars-22;CDISIVP;ArianaTunisie;Entre 1 et 2 ans;Bac;11000 - DT / Mois;Plein temps;Français;UNKNOWN
Développeur mobile;https://www.keejob.com/offres-emploi/153279/développeur-mobile/;SOBEK;call center / télévente;153306;14-mars-22;CDISIVP;ArianaTunisie;Entre 1 et 2 ans;Bac;11000 - DT / Mois;Plein temps;Français;UNKNOWN
Des Commerciaux Sédentaires;https://www.keejob.com/offres-emploi/153312/des-commerciaux-sédentaires/;MELEINE TUNISIE BRANCHE;informatique / télécoms;153161;14-mars-22;CDISIVP;Ariana VilleArianaTunisie;Entre 2 et 5 ans;Formations professionnelles;2000 - 3500 DT / Mois;Plein temps;Français;UNKNOWN
Des Télévendeurs Assurance Auto;https://www.keejob.com/offres-emploi/153306/des-télévendeurs-assurance-auto/;MELEINE TUNISIE BRANCHE;informatique / télécoms;153257;14-mars-22;CDISIVP;ArianaTunisie;Entre 2 et 5 ans;Bac + 4;UNKNOWN;Plein temps;Français;UNKNOWN
Développeur Java Spring Boot;https://www.keejob.com/offres-emploi/153161/développeur-senior-java-spring-boot/;ONLINEVIP CONSULTING;call center / télévente;153245;14-mars-22;CDI-CDD-SIVP;La SoukraArianaTunisie;Entre 1 et 2 ans;Bac;UNKNOWN;Plein temps;Français;UNKNOWN
Développeur Fullstack;https://www.keejob.com/offres-emploi/153257/développeur-fullstack/;TSI;recrutement / ressources humaines;153227;14-mars-22;CDDSIVP;Ariana VilleArianaTunisie;Entre 2 et 5 ans;Bac + 3;1500 - DT / Mois;Plein temps;Arabe Français Anglais;UNKNOWN
Téléconseillers Commerciaux 1200 DT/Net;https://www.keejob.com/offres-emploi/153245/téléconseillers-commerciaux-1200-dtnet/;VOICECOM;enseignement / formation / puériculture;153266;14-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Anglais;UNKNOWN
IT Spécialist H/F;https://www.keejob.com/offres-emploi/153227/it-spécialist-hf/;Manpower;commerce / vente / distribution;153259;14-mars-22;SIVPSIVP;ArianaTunisie;Entre 1 et 2 ans;Bac + 3;550 - 650 DT / Mois;Plein temps;Arabe Français;UNKNOWN
